iata,name,country,tz
BIN,Bamiyan Airport,Afghanistan,Asia/Kabul
BIO,Bilbao Airport,Spain,Europe/Madrid
BIQ,Biarritz-Anglet-Bayonne Airport,France,Europe/Paris
BIR,Biratnagar Airport,Nepal,Asia/Katmandu
BIS,Bismarck Municipal Airport,United States,America/Chicago
BIU,Bildudalur Airport,Iceland,Atlantic/Reykjavik
BIX,Keesler Air Force Base,United States,America/Chicago
BIY,Bisho Airport,South Africa,Africa/Johannesburg
BJA,Soummam Airport,Algeria,Africa/Algiers
BJB,Bojnord Airport,Iran,Asia/Tehran
BJC,Rocky Mountain Metropolitan Airport,United States,America/Denver
BJF,Båtsfjord Airport,Norway,Europe/Oslo
BJH,Bajhang Airport,Nepal,Asia/Katmandu
BJI,Bemidji Regional Airport,United States,America/Chicago
BJL,Banjul International Airport,Gambia,Africa/Banjul
BJM,Bujumbura International Airport,Burundi,Africa/Bujumbura
BJO,Bermejo Airport,Bolivia,America/La_Paz
BJP,Estadual Arthur Siqueira Airport,Brazil,America/Sao_Paulo
BJR,Bahir Dar Airport,Ethiopia,Africa/Addis_Ababa
BJU,Bajura Airport,Nepal,Asia/Katmandu
BJV,Milas Bodrum International Airport,Turkey,Europe/Istanbul
BJW,Bajawa Soa Airport,Indonesia,
BJX,Del Bajío International Airport,Mexico,America/Mexico_City
BJY,Batajnica Air Base,Serbia,
BJZ,Badajoz Airport,Spain,Europe/Madrid
BKA,Bykovo Airport,Russia,Europe/Moscow
BKB,Nal Airport,India,Asia/Calcutta
BKC,Buckland Airport,United States,America/Anchorage
BKD,Stephens County Airport,United States,America/Chicago
BKE,Baker City Municipal Airport,United States,
BKG,Branson Airport,United States,America/Chicago
BKH,Barking Sands Airport,United States,Pacific/Honolulu
BKI,Kota Kinabalu International Airport,Malaysia,Asia/Kuala_Lumpur
BKK,Suvarnabhumi Airport,Thailand,Asia/Bangkok
BKL,Burke Lakefront Airport,United States,America/New_York
BKM,Bakalalan Airport,Malaysia,Asia/Kuala_Lumpur
BKO,Modibo Keita International Airport,Mali,Africa/Bamako
BKQ,Blackall Airport,Australia,Australia/Brisbane
BKS,Fatmawati Soekarno Airport,Indonesia,Asia/Jakarta
BKW,Raleigh County Memorial Airport,United States,America/New_York
BKY,Bukavu Kavumu Airport,Congo (Kinshasa),Africa/Lubumbashi
BKZ,Bukoba Airport,Tanzania,Africa/Dar_es_Salaam
BLA,General José Antonio Anzoategui International Airport,Venezuela,America/Caracas
BLB,Panama Pacific International Airport,Panama,America/Panama
BLE,Borlange Airport,Sweden,Europe/Stockholm
BLF,Mercer County Airport,United States,America/New_York
BLG,Belaga Airport,Malaysia,Asia/Kuala_Lumpur
BLH,Blythe Airport,United States,America/Los_Angeles
BLI,Bellingham International Airport,United States,America/Los_Angeles
BLJ,Batna Airport,Algeria,Africa/Algiers
BLK,Blackpool International Airport,United Kingdom,Europe/London
BLL,Billund Airport,Denmark,Europe/Copenhagen
BLN,Benalla Airport,Australia,
BLQ,Bologna Guglielmo Marconi Airport,Italy,Europe/Rome
BLR,Kempegowda International Airport,India,Asia/Calcutta
BLT,Blackwater Airport,Australia,Australia/Brisbane
BLV,Scott AFB/Midamerica Airport,United States,America/Chicago
BLZ,Chileka International Airport,Malawi,Africa/Blantyre
BMA,Stockholm-Bromma Airport,Sweden,Europe/Stockholm
BMB,Bumbar Airport,Congo (Kinshasa),
BMC,Brigham City Regional Airport,United States,America/Denver
BMD,Belo sur Tsiribihina Airport,Madagascar,Indian/Antananarivo
BME,Broome International Airport,Australia,Australia/Perth
BMG,Monroe County Airport,United States,America/New_York
BMI,Central Illinois Regional Airport at Bloomington-Normal,United States,America/Chicago
BMK,Borkum Airport,Germany,Europe/Berlin
BMM,Bitam Airport,Gabon,Africa/Libreville
BMO,Banmaw Airport,Burma,Asia/Rangoon
BMP,Brampton Island Airport,Australia,Australia/Brisbane
BMR,Baltrum Airport,Germany,
BMT,Beaumont Municipal Airport,United States,America/Chicago
BMU,Muhammad Salahuddin Airport,Indonesia,Asia/Makassar
BMV,Buon Ma Thuot Airport,Vietnam,Asia/Saigon
BMW,Bordj Badji Mokhtar Airport,Algeria,Africa/Algiers
BMX,Big Mountain Airport,United States,America/Anchorage
BMY,Île Art - Waala Airport,New Caledonia,Pacific/Noumea
BNA,Nashville International Airport,United States,America/Chicago
BNB,Boende Airport,Congo (Kinshasa),
BNC,Beni Airport,Congo (Kinshasa),
BND,Bandar Abbas International Airport,Iran,Asia/Tehran
BNE,Brisbane International Airport,Australia,Australia/Brisbane
BNG,Banning Municipal Airport,United States,
BNI,Benin Airport,Nigeria,Africa/Lagos
BNJ,Bonn-Hangelar Airport,Germany,
BNK,Ballina Byron Gateway Airport,Australia,Australia/Sydney
BNM,Bodinumu Airport,Papua New Guinea,
BNN,Brønnøysund Airport,Norway,Europe/Oslo
BNO,Burns Municipal Airport,United States,America/Los_Angeles
BNP,Bannu Airport,Pakistan,Asia/Karachi
BNS,Barinas Airport,Venezuela,America/Caracas
BNU,Blumenau Airport,Brazil,America/Sao_Paulo
BNX,Banja Luka International Airport,Bosnia and Herzegovina,Europe/Sarajevo
BOA,Boma Airport,Congo (Kinshasa),Africa/Kinshasa
BOB,Bora Bora Airport,French Polynesia,Pacific/Tahiti
BOC,Bocas Del Toro International Airport,Panama,America/Panama
BOD,Bordeaux-Mérignac Airport,France,Europe/Paris
BOG,El Dorado International Airport,Colombia,America/Bogota
BOH,Bournemouth Airport,United Kingdom,Europe/London
BOI,Boise Air Terminal/Gowen Field,United States,America/Denver
BOJ,Burgas Airport,Bulgaria,Europe/Sofia
BOM,Chhatrapati Shivaji International Airport,India,Asia/Calcutta
BON,Flamingo International Airport,Netherlands Antilles,America/Curacao
BOO,Bodø Airport,Norway,Europe/Oslo
BOR,Fontaine Airport,France,Europe/Paris
BOS,General Edward Lawrence Logan International Airport,United States,America/New_York
BOU,Bourges Airport,France,Europe/Paris
BOW,Bartow Municipal Airport,United States,America/New_York
BOX,Borroloola Airport,Australia,
BOY,Bobo Dioulasso Airport,Burkina Faso,Africa/Ouagadougou
BPC,Bamenda Airport,Cameroon,Africa/Douala
BPE,Qinhuangdao Beidaihe Airport,Burma,Asia/Shanghai
BPF,Batuna Aerodrome,Solomon Islands,Pacific/Guadalcanal
BPG,Barra do Garças Airport,Brazil,America/Campo_Grande
BPH,Bislig Airport,Philippines,
BPI,Miley Memorial Field,United States,
BPL,Alashankou Bole (Bortala) airport,China,
BPM,Begumpet Airport,India,Asia/Calcutta
BPN,Sultan Aji Muhamad Sulaiman Airport,Indonesia,Asia/Makassar
BPS,Porto Seguro Airport,Brazil,America/Fortaleza
BPT,Southeast Texas Regional Airport,United States,America/Chicago
BPX,Qamdo Bangda Airport,China,Asia/Shanghai
BPY,Besalampy Airport,Madagascar,Indian/Antananarivo
BQA,Dr.Juan C. Angara Airport,Philippines,Asia/Manila
BQB,Busselton Regional Airport,Australia,Australia/Perth
BQE,Bubaque Airport,Guinea-Bissau,
BQG,Bogorodskoye Airport,Russia,
BQH,London Biggin Hill Airport,United Kingdom,Europe/London
BQJ,Batagay Airport,Russia,Asia/Vladivostok
BQK,Brunswick Golden Isles Airport,United States,America/New_York
BQL,Boulia Airport,Australia,Australia/Brisbane
BQN,Rafael Hernandez Airport,Puerto Rico,America/Puerto_Rico
BQS,Ignatyevo Airport,Russia,Asia/Yakutsk
BQT,Brest Airport,Belarus,Europe/Minsk
BQU,J F Mitchell Airport,Saint Vincent and the Grenadines,America/St_Vincent
BRA,Barreiras Airport,Brazil,America/Fortaleza
BRC,San Carlos De Bariloche Airport,Argentina,America/Argentina/Salta
BRD,Brainerd Lakes Regional Airport,United States,America/Chicago
BRE,Bremen Airport,Germany,Europe/Berlin
BRI,Bari Karol Wojtyła Airport,Italy,Europe/Rome
BRK,Bourke Airport,Australia,Australia/Sydney
BRL,Southeast Iowa Regional Airport,United States,America/Chicago
BRM,Barquisimeto International Airport,Venezuela,America/Caracas
BRN,Bern Belp Airport,Switzerland,Europe/Zurich
BRO,Brownsville South Padre Island International Airport,United States,America/Chicago
BRQ,Brno-Tuřany Airport,Czech Republic,Europe/Prague
BRR,Barra Airport,United Kingdom,Europe/London
BRS,Bristol Airport,United Kingdom,Europe/London
BRT,Bathurst Island Airport,Australia,Australia/Darwin
BRU,Brussels Airport,Belgium,Europe/Brussels
BRV,Bremerhaven Airport,Germany,Europe/Berlin
BRW,Wiley Post Will Rogers Memorial Airport,United States,America/Anchorage
BRX,Maria Montez International Airport,Dominican Republic,America/Santo_Domingo
BSA,Bosaso Airport,Somalia,Africa/Mogadishu
BSB,Presidente Juscelino Kubistschek International Airport,Brazil,America/Sao_Paulo
BSC,José Celestino Mutis Airport,Colombia,America/Bogota
BSD,Baoshan Yunduan Airport,China,Asia/Shanghai
BSF,Bradshaw Army Airfield,United States,Pacific/Honolulu
BSG,Bata Airport,Equatorial Guinea,Africa/Malabo
BSJ,Bairnsdale Airport,Australia,Australia/Hobart
BSK,Biskra Airport,Algeria,Africa/Algiers
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,France,Europe/Paris
BSO,Basco Airport,Philippines,
BSR,Basrah International Airport,Iraq,Asia/Baghdad
BST,Bost Airport,Afghanistan,Asia/Kabul
BSU,Basankusu Airport,Congo (Kinshasa),Africa/Kinshasa
BSX,Pathein Airport,Burma,Asia/Rangoon
BTC,Batticaloa Airport,Sri Lanka,Asia/Colombo
BTE,Sherbro International Airport,Sierra Leone,Africa/Freetown
BTH,Hang Nadim International Airport,Indonesia,Asia/Jakarta
BTI,Barter Island LRRS Airport,United States,America/Anchorage
BTJ,Sultan Iskandar Muda International Airport,Indonesia,Asia/Jakarta
BTK,Bratsk Airport,Russia,Asia/Irkutsk
BTL,W K Kellogg Airport,United States,
BTM,Bert Mooney Airport,United States,America/Denver
BTR,Baton Rouge Metropolitan Airport,United States,America/Chicago
BTS,M. R. Štefánik Airport,Slovakia,Europe/Bratislava
BTT,Bettles Airport,United States,America/Anchorage
BTU,Bintulu Airport,Malaysia,Asia/Kuala_Lumpur
BTV,Burlington International Airport,United States,America/New_York
BTW,Batu Licin Airport,Indonesia,Asia/Makassar
BTZ,Bursa Airport,Turkey,Europe/Istanbul
BUA,Buka Airport,Papua New Guinea,Pacific/Port_Moresby
BUC,Burketown Airport,Australia,Australia/Brisbane
BUD,Budapest Liszt Ferenc International Airport,Hungary,Europe/Budapest
BUF,Buffalo Niagara International Airport,United States,America/New_York
BUG,Benguela Airport,Angola,Africa/Luanda
BUI,Bokondini Airport,Indonesia,Asia/Jayapura
BUJ,Bou Saada Airport,Algeria,Africa/Algiers
BUL,Bulolo Airport,Papua New Guinea,
BUN,Gerardo Tobar López Airport,Colombia,America/Bogota
BUO,Burao Airport,Somalia,Africa/Mogadishu
BUP,Bhatinda Air Force Station,India,Asia/Calcutta
BUQ,Joshua Mqabuko Nkomo International Airport,Zimbabwe,Africa/Harare
BUR,Bob Hope Airport,United States,America/Los_Angeles
BUS,Batumi International Airport,Georgia,Asia/Tbilisi
BUT,Bathpalathang Airport,Bhutan,
BUU,Muara Bungo Airport,Indonesia,
BUW,Betoambari Airport,Indonesia,
BUX,Bunia Airport,Congo (Kinshasa),Africa/Lubumbashi
BUY,Bunbury Airport,Australia,
BUZ,Bushehr Airport,Iran,Asia/Tehran
BVA,Paris Beauvais Tillé Airport,France,Europe/Paris
BVB,Atlas Brasil Cantanhede Airport,Brazil,America/Boa_Vista
BVC,Rabil Airport,Cape Verde,Atlantic/Cape_Verde
BVE,Brive Souillac Airport,France,Europe/Paris
BVG,Berlevåg Airport,Norway,Europe/Oslo
BVH,Brigadeiro Camarão Airport,Brazil,America/Boa_Vista
BVI,Birdsville Airport,Australia,Australia/Brisbane
BVS,Breves Airport,Brazil,America/Belem
BVY,Beverly Municipal Airport,United States,America/New_York
BWA,Gautam Buddha Airport,Nepal,Asia/Katmandu
BWB,Barrow Island Airport,Australia,Australia/Perth
BWE,Braunschweig-Wolfsburg Airport,Germany,Europe/Berlin
BWF,Barrow Walney Island Airport,United Kingdom,Europe/London
BWG,Bowling Green Warren County Regional Airport,United States,America/Chicago
BWH,Butterworth Airport,Malaysia,Asia/Kuala_Lumpur
BWI,Baltimore/Washington International Thurgood Marshall Airport,United States,America/New_York
BWK,Bol Airport,Croatia,Europe/Zagreb
BWN,Brunei International Airport,Brunei,Asia/Brunei
BWO,Balakovo Airport,Russia,Europe/Moscow
BWQ,Brewarrina Airport,Australia,
BWT,Wynyard Airport,Australia,Australia/Melbourne
BWU,Sydney Bankstown Airport,Australia,Australia/Sydney
BWW,Las Brujas Airport,Cuba,
BWX,Blimbingsari Airport,Indonesia,
BXB,Babo Airport,Indonesia,Asia/Jayapura
BXE,Bakel Airport,Senegal,Africa/Dakar
BXG,Bendigo Airport,Australia,Australia/Hobart
BXH,Balkhash Airport,Kazakhstan,Asia/Qyzylorda
BXK,Buckeye Municipal Airport,United States,America/Phoenix
BXN,Imsık Airport,Turkey,Europe/Istanbul
BXO,Buochs Airport,Switzerland,Europe/Zurich
BXP,Biała Podlaska Airfield,Poland,
BXR,Bam Airport,Iran,Asia/Tehran
BXU,Bancasi Airport,Philippines,Asia/Manila
BXY,Krainiy Airport,Kazakhstan,Asia/Qyzylorda
BYC,Yacuiba Airport,Bolivia,America/La_Paz
BYF,Albert-Bray Airport,France,Europe/Paris
BYH,Arkansas International Airport,United States,America/Chicago
BYI,Burley Municipal Airport,United States,
BYJ,Beja Airport / Airbase,Portugal,Europe/Lisbon
BYK,Bouaké Airport,Cote d'Ivoire,Africa/Abidjan
BYM,Carlos Manuel de Cespedes Airport,Cuba,America/Havana
BYN,Bayankhongor Airport,Mongolia,Asia/Ulaanbaatar
BYO,Bonito Airport,Brazil,America/Campo_Grande
BYP,Barimunya Airport,Australia,
BYQ,Bunyu Airport,Indonesia,
BYR,Læsø Airport,Denmark,Europe/Copenhagen
BYS,Bicycle Lake Army Air Field,United States,America/Los_Angeles
BYT,Bantry Aerodrome,Ireland,Europe/Dublin
BYU,Bayreuth Airport,Germany,Europe/Berlin
BZA,San Pedro Airport,Nicaragua,America/Managua
BZC,Umberto Modiano Airport,Brazil,
BZD,Balranald Airport,Australia,
BZE,Philip S. W. Goldson International Airport,Belize,America/Belize
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Poland,Europe/Warsaw
BZH,Bumi Airport,Zimbabwe,Africa/Harare
BZI,Balıkesir Merkez Airport,Turkey,Europe/Istanbul
BZK,Bryansk Airport,Russia,Europe/Moscow
BZL,Barisal Airport,Bangladesh,Asia/Dhaka
BZN,Gallatin Field,United States,America/Denver
BZO,Bolzano Airport,Italy,Europe/Rome
BZR,Béziers-Vias Airport,France,Europe/Paris
BZU,Buta Zega Airport,Congo (Kinshasa),Africa/Lubumbashi
BZV,Maya-Maya Airport,Congo (Brazzaville),Africa/Brazzaville
BZY,Bălți International Airport,Moldova,Europe/Chisinau
BZZ,RAF Brize Norton,United Kingdom,Europe/London
CAB,Cabinda Airport,Angola,Africa/Luanda
CAC,Cascavel Airport,Brazil,America/Sao_Paulo
CAE,Columbia Metropolitan Airport,United States,America/New_York
CAF,Carauari Airport,Brazil,America/Boa_Vista
CAG,Cagliari Elmas Airport,Italy,Europe/Rome
CAH,Cà Mau Airport,Vietnam,Asia/Saigon
CAI,Cairo International Airport,Egypt,Africa/Cairo
CAJ,Canaima Airport,Venezuela,America/Caracas
CAK,Akron Canton Regional Airport,United States,America/New_York
CAL,Campbeltown Airport,United Kingdom,Europe/London
CAN,Guangzhou Baiyun International Airport,China,Asia/Shanghai
CAP,Cap Haitien International Airport,Haiti,America/Port-au-Prince
CAQ,Juan H White Airport,Colombia,America/Bogota
CAR,Caribou Municipal Airport,United States,America/New_York
CAT,Cascais Airport,Portugal,Europe/Lisbon
CAU,Caruaru Airport,Brazil,America/Fortaleza
CAW,Bartolomeu Lisandro Airport,Brazil,America/Sao_Paulo
CAX,Carlisle Airport,United Kingdom,Europe/London
CAY,Cayenne-Rochambeau Airport,French Guiana,America/Cayenne
CAZ,Cobar Airport,Australia,Australia/Sydney
CBB,Jorge Wilsterman International Airport,Bolivia,America/La_Paz
CBD,Car Nicobar Air Force Station,India,Asia/Calcutta
CBE,Greater Cumberland Regional Airport,United States,America/New_York
CBF,Council Bluffs Municipal Airport,United States,
CBG,Cambridge Airport,United Kingdom,Europe/London
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Algeria,Africa/Algiers
CBJ,Cabo Rojo Airport,Dominican Republic,America/Santo_Domingo
CBL,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",Venezuela,America/Caracas
CBM,Columbus Air Force Base,United States,America/Chicago
CBN,Penggung Airport,Indonesia,Asia/Jakarta
CBO,Awang Airport,Philippines,Asia/Manila
CBQ,Margaret Ekpo International Airport,Nigeria,Africa/Lagos
CBR,Canberra International Airport,Australia,Australia/Sydney
CBT,Catumbela Airport,Angola,Africa/Luanda
CBU,Cottbus-Drewitz Airport,Germany,Europe/Berlin
CBV,Coban Airport,Guatemala,America/Guatemala
CCA,Chimore Airport,Bolivia,America/La_Paz
CCB,Cable Airport,United States,
CCC,Jardines Del Rey Airport,Cuba,America/Havana
CCF,Carcassonne Airport,France,Europe/Paris
CCH,Chile Chico Airport,Chile,America/Santiago
CCI,Concórdia Airport,Brazil,America/Sao_Paulo
CCJ,Calicut International Airport,India,Asia/Calcutta
CCK,Cocos (Keeling) Islands Airport,Cocos (Keeling) Islands,Indian/Cocos
CCL,Chinchilla Airport,Australia,Australia/Brisbane
CCM,Diomício Freitas Airport,Brazil,America/Sao_Paulo
CCN,Chakcharan Airport,Afghanistan,Asia/Kabul
CCP,Carriel Sur Airport,Chile,America/Santiago
CCR,Buchanan Field,United States,America/Los_Angeles
CCS,Simón Bolívar International Airport,Venezuela,America/Caracas
CCU,Netaji Subhash Chandra Bose International Airport,India,Asia/Calcutta
CCV,Craig Cove Airport,Vanuatu,Pacific/Efate
CCX,Cáceres Airport,Brazil,
CCY,Northeast Iowa Regional Airport,United States,
CCZ,Chub Cay Airport,Bahamas,America/Nassau
CDA,Cooinda Airport,Australia,Australia/Darwin
CDB,Cold Bay Airport,United States,America/Anchorage
CDC,Cedar City Regional Airport,United States,America/Denver
CDE,Chengde Puning Airport,China,
CDG,Charles de Gaulle International Airport,France,Europe/Paris
CDJ,Conceição do Araguaia Airport,Brazil,America/Belem
CDN,Woodward Field,United States,America/New_York
CDP,Kadapa Airport,India,Asia/Calcutta
CDR,Chadron Municipal Airport,United States,America/Denver
CDS,Childress Municipal Airport,United States,America/Chicago
CDT,Castellón-Costa Azahar Airport,Spain,
CDU,Camden Airport,Australia,Australia/Sydney
CDV,Merle K (Mudhole) Smith Airport,United States,America/Anchorage
CDW,Essex County Airport,United States,America/New_York
CEB,Mactan Cebu International Airport,Philippines,Asia/Manila
CEC,Jack Mc Namara Field Airport,United States,America/Los_Angeles
CED,Ceduna Airport,Australia,Australia/Adelaide
CEE,Cherepovets Airport,Russia,Europe/Moscow
CEF,Westover ARB/Metropolitan Airport,United States,America/New_York
CEG,Hawarden Airport,United Kingdom,Europe/London
CEI,Chiang Rai International Airport,Thailand,Asia/Bangkok
CEJ,Chernihiv Shestovitsa Airport,Ukraine,Europe/Kiev
CEK,Chelyabinsk Balandino Airport,Russia,Asia/Yekaterinburg
CEM,Central Airport,United States,America/Anchorage
CEN,Ciudad Obregón International Airport,Mexico,America/Hermosillo
CEQ,Cannes-Mandelieu Airport,France,Europe/Paris
CER,Cherbourg-Maupertus Airport,France,Europe/Paris
CES,Cessnock Airport,Australia,Australia/Sydney
CET,Cholet Le Pontreau Airport,France,Europe/Paris
CEU,Oconee County Regional Airport,United States,America/New_York
CEW,Bob Sikes Airport,United States,America/Chicago
CEZ,Cortez Municipal Airport,United States,America/Denver
CFB,Cabo Frio Airport,Brazil,America/Sao_Paulo
CFC,Caçador Airport,Brazil,America/Sao_Paulo
CFD,Coulter Field,United States,America/Chicago
CFE,Clermont-Ferrand Auvergne Airport,France,Europe/Paris
CFG,Jaime Gonzalez Airport,Cuba,America/Havana
CFK,Ech Cheliff Airport,Algeria,Africa/Algiers
CFN,Donegal Airport,Ireland,Europe/Dublin
CFO,Confresa Airport,Brazil,America/Campo_Grande
CFR,Caen-Carpiquet Airport,France,Europe/Paris
CFS,Coffs Harbour Airport,Australia,Australia/Sydney
CFU,Ioannis Kapodistrias International Airport,Greece,Europe/Athens
CFV,Coffeyville Municipal Airport,United States,
